Video,Subject
Supracondylar Humerus Fracture (Dr. Shailesh Pai & Dr. Faheem Kotekar),Integrated Series 2021 - 2022
Fracture Shaft Femur (Dr. Shailesh Pai & Dr. Faheem Kotekar),Integrated Series 2021 - 2022
Basics of Deformity Correction - Analysis and Planning (Dr. Faheem Kotekar),Integrated Series 2021 - 2022
Pelvic Injuries Management,Trauma
Swelling Distal Forearm Biopsy Report & Treatment Part-3 (Prof. Dr. Anil Dhal),Clinical Examination
Basics of Gait & Its Analysis Part - 1A (Dr. Apurv Mehra),OPD Series
Basics of Gait & Its Analysis Part - 1B (Dr. Apurv Mehra),OPD Series
Kinematics and Muscles involved in Gait (Dr. Apurv Mehra),OPD Series
Kinematics and Muscles involved in Gait (Dr. Apurv Mehra),Fundamental Concepts
Cervical Myelopathy - Treatment (Dr. Jitesh Manghwani),Regional Orthopedics
Cervical Spine - How to Read Normal X-Ray (Dr. Naufal Nahas),Fundamental Concepts
Essential Series Part - 1 for First Year Residents (Dr. Ravinder Dimri),Introduction and Orientation
Dorsal and Lumbosacral Spine - How to Read Normal X-Ray (Dr. Naufal Nahas),Fundamental Concepts
Shoulder - How to Read Normal X-Ray (Dr. Naufal Nahas),Fundamental Concepts
Elbow - How to Read Normal X-Ray (Dr. Naufal Nahas),Fundamental Concepts
Wrist & Hand - How to Read Normal X-Ray (Dr. Naufal Nahas),Fundamental Concepts
Foot - How to Read Normal X-Ray (Dr. Naufal Nahas),Fundamental Concepts
Ankle - How to Read Normal X-Ray (Dr. Naufal Nahas),Fundamental Concepts
Knee How to Read Normal X-Ray (Dr. Naufal Nahas),Fundamental Concepts
Pelvis & Hip - 1 Introduction (Dr. Naufal Nahas),Fundamental Concepts
Pelvis & Hip - 2 Pediatric Pelvis & Hip (Dr. Naufal Nahas),Fundamental Concepts
Pelvis & Hip - 3 Adult Pelvis (Dr. Naufal Nahas),Fundamental Concepts
Pelvis & Hip - 4 Acetabulum (Dr. Naufal Nahas),Fundamental Concepts
Maximise Your Learning With Technology During Residency (Dr. Faheem Kotekar),Conceptual Connect LIVE Sessions
Apps that make Life Easy for Orthopedics (Dr. Faheem Kotekar),Introduction and Orientation
Dos and Dont During Residency (Dr. Faheem Kotekar),Introduction and Orientation
How to Approach Residence (Dr. Shailesh Pai),Introduction and Orientation
Pelvic Fracture Definitive Management,Trauma
Adapting to the Changing Scenarios for the New Orthopedics Residents (Prof. Dr. Anil Dhal),Introduction and Orientation
Building Foundation - Message to New Orthopedic Residents (Prof. Dr. Sudhir Kumar),Introduction and Orientation
A Message to New Orthopedic Residents (Prof. Dr. VB Bhasin),Introduction and Orientation
Thoracic Outlet Syndrome,Neurology Nerves
Ilizarov Course Day - 1 (Dr. Faheem Kotekar),Specialty Courses
Cervical Myelopathy - Case Based Discussion (Dr. Jitesh Manghwani),Regional Orthopedics
FNB Exam and Its Approach (Dr. Nayueem Siddique),Introduction and Orientation
Scapular Dykinesis (Dr. Harpreet Singh),Regional Orthopedics
Painful Fingertip Short Case (Prof. Dr. Anil Dhal),Clinical Examination
Glomus Tumor (Prof. Dr. Anil Dhal),Regional Orthopedics
Cervical Myelopathy - Case Presentation Performa (Dr. Jitesh Manghwani),Regional Orthopedics
Biofilm and Orthopaedics Implant Related Infections (Dr. Ravinder Dimri),General Orthopedics
Tips & Tricks to Remember for First Year Residents (Prof. Dr. Shantharam Shetty),Introduction and Orientation
Kienbock’s Disease (AVN Lunate) (Dr. Ravinder Dimri),Regional Orthopedics
"Osteoporosis, Evaluation, Management of Vertebral Fractures (Dr. Ravinder Dimri)",General Orthopedics
Pathology of Nerve Regeneration (Wallerian Degeneration) (Dr. Ravinder Dimri),Neurology Nerves
Principle of Tendon Transfer (Jones Transfer) (Dr. Ravinder Dimri),Neurology Nerves
Surgical Techniques - Ulnar Claw Hand (Dr. Ravinder Dimri),Neurology Nerves
Damage Control Resuscitation (DCR),Trauma
Damage Control Resuscitation (DCR) (Dr. Ravinder Dimri),Recent Advances
WHO Surgical Safety Checklist (Dr. Ravinder Dimri),Fundamental Concepts
Differences between PCL Retaining + PCL Sacrificing TKR (Dr. Ravinder Dimri),Arthroplasty
Wear in THR (Dr. Ravinder Dimri),Arthroplasty
Ossified Posterior Longitudinal Ligament (Dr. Jitesh Manghwani),Regional Orthopedics
Far Cortical Locking Screws (Motionloc Screw) (Dr. Shailesh Pai),Recent Advances
Far Cortical Locking Screws (Motionloc Screw) (Dr. Shailesh Pai),Trauma
Pathological Gait (Dr. Apurv Mehra),OPD Series
Why Cane on Opposite Side (Dr Apurv Mehra),OPD Series
Peri-Prosthetic Joint Infection (PJI) Prevention_Part-1 (Dr. Ravinder Dimri),General Orthopedics
Ilizarov Course Day - 2 (Dr. Faheem Kotekar),Specialty Courses
Ilizarov Course Day - 3 (Dr. Faheem Kotekar),Specialty Courses
Long Case Pediatric Hip (Prof. Dr. Gopa Kumar),Clinical Examination
Kyphosis (Dr. Jitesh Manghwani),Regional Orthopedics
Emergency / Primary Management of Open Fractures (Dr. Shailesh Pai),Trauma
Peri-Prosthetic Joint Infection (PJI) Prevention Part - 2 (Dr. Ravinder Dimri),General Orthopedics
How To Plan For A Thesis / Research (Dr. Faheem Kotekar),Fundamental Concepts
New Schatzkers Classification,Trauma
Post Infantile Septic Arthritis Hip Sequelae (Prof. Dr. Anil Dhal),Clinical Examination
Osteotomies in Spine (Dr. Jitesh Manghwani),Regional Orthopedics
OPD Series How to Diagnose Shoulder Pathologies in 5 Minutes (Dr. Harpreet Singh),OPD Series
Case Discussion on Periprosthetic Joint Infection (Dr. Ravinder Dimri & Dr. Anup Maurya),General Orthopedics
Interactive case Discussion on HIP (Prof. Dr. Ajith Kumar),Clinical Examination
Ankylosing Spondylitis_Part-1 (Dr. Jitesh Manghwani),Regional Orthopedics
Wound Healing Part-1 (Prof. Dr. R.C.M Kaza),Fundamental Concepts
Case Based Discussion on New Schatzker Classification,Trauma
Wound Healing Part-2 (Prof. Dr. R.C.M Kaza),Fundamental Concepts
"Case Discussion on The Child's Hip_Part-1 (Prof. Dr. Anil Dhal)",Clinical Examination
OPD Algorithm for a Shoulder Patient (Dr. Harpreet Singh),OPD Series
Biomechanics of Foot and Ankle (Dr. Ravinder Dimri),Regional Orthopedics
Radiological Investigations in Foot and Ankle (Dr. Gaurav Vashisht),Fundamental Concepts
Pes Planus in Childhood (Dr. Ravinder Dimri),Regional Orthopedics
Flatfoot in Adults (Dr. Maninder Shah Singh),Regional Orthopedics
Acute Ankle Sprain (Dr. Anuj Chawla),Regional Orthopedics
Chronic Ankle Instability (Dr. Anuj Chawla),Regional Orthopedics
Anterior & Posterior Impingement (Dr. Maninder Shah Singh),Regional Orthopedics
Anterior & Posterior Impingement (Dr. Maninder Shah Singh),Arthroscopy
Arthroscopic Arthrodesis of Ankle (Prof. Dr. VB Bhasin),Arthroscopy
Hallux Valgus (Dr. Anuj Chawla),Regional Orthopedics
Lesser toe Deformities (Dr. Maninder Shah Singh),Regional Orthopedics
Diabetic Foot and Charcot Arthropathy (Dr. Md Farhan b Md Fadil),Regional Orthopedics
Achilles Tendinopathy (Dr. Ravinder Dimri),Regional Orthopedics
Plantar Fasciitis (Dr. Maninder Shah Singh),Regional Orthopedics
Ankylosing Spondylitis_Part-2 (Dr. Jitesh Manghwani),Regional Orthopedics
Wound Healing Part-1 (Prof. Dr. R.C.M Kaza),Specialty Courses
Wound Healing Part-2 (Prof. Dr. R.C.M Kaza),Specialty Courses
Examination of foot and ankle_Part-1 (Dr. Anuj Chawla),Specialty Courses
Examination of foot and ankle_Part-2 (Dr. Anuj Chawla),Specialty Courses
Biomechanics of Foot and Ankle (Dr. Ravinder Dimri),Specialty Courses
Radiological Investigations in Foot and Ankle (Dr. Gaurav Vashisht),Specialty Courses
Pes Planus in Childhood (Dr. Ravinder Dimri),Specialty Courses
Flatfoot in Adults (Dr. Maninder Shah Singh),Specialty Courses
Acute Ankle Sprain (Dr. Anuj Chawla),Specialty Courses
Chronic Ankle Instability (Dr. Anuj Chawla),Specialty Courses
Anterior & Posterior Impingement (Dr. Maninder Shah Singh),Specialty Courses
Arthroscopic Arthrodesis of Ankle (Prof. Dr. VB Bhasin),Specialty Courses
Hallux Valgus (Dr. Anuj Chawla),Specialty Courses
Lesser toe Deformities (Dr. Maninder Shah Singh),Specialty Courses
Diabetic Foot and Charcot Arthropathy (Dr. Md Farhan b Md Fadil),Specialty Courses
Achilles Tendinopathy (Dr. Ravinder Dimri),Specialty Courses
Plantar Fasciitis (Dr. Maninder Shah Singh),Specialty Courses
"What Instruments Should be There in Resident's Pocket Part-1 (Prof. Sudhir Kumar & Dr. Harpreet Singh)",Clinical Examination
"What Instruments Should be There in Resident's Pocket Part-1 (Prof. Sudhir Kumar & Dr. Harpreet Singh)",Specialty Courses
"What Instruments Should be There in Resident's Pocket Part-2 (Prof. Sudhir Kumar & Dr. Harpreet Singh)",Clinical Examination
"What Instruments Should be There in Resident's Pocket Part-2 (Prof. Sudhir Kumar & Dr. Harpreet Singh)",Specialty Courses
Role of Teriparatide in Fracture Healing (Dr. Shailesh Pai),Recent Advances
Short Case Discussion Leg Deformity (Prof. Dr. Gopa Kumar),Clinical Examination
Short Case Discussion Leg Swelling (Prof. Dr. Gopa Kumar),Clinical Examination
"Case Discussion on The Child's Hip_Part-2 (Prof. Dr. Anil Dhal)",Clinical Examination
"Hoffa's Fracture",Trauma
Rotational Profile of the Lower Limbs (Dr. Faheem Kotekar),Conceptual Connect LIVE Sessions
Ipsilateral Femoral Neck with Shaft Fractures,Trauma
Reamer Irrigator Aspirator (RIA) System (Dr. Shailesh Pai),Recent Advances
Short Case Swelling Over Dorsum Of The Hand (Prof. Dr. Anil Dhal),Clinical Examination
Osteoporotic Vertebral Compression Fractures-OVCF’s (Dr. Jitesh Manghwani),Regional Orthopedics
Safe Surgical Dislocation of Hip (Prof. Dr. Gopa Kumar),Regional Orthopedics
ATLS – Emergency Assessment & Management of the Injured (Dr. Shailesh Pai),Specialty Courses
ATLS – Emergency Assessment & Management of the Injured (Dr. Shailesh Pai),Trauma
Shock in Trauma - Damage Control Resuscitation,Trauma
Shock in Trauma – Damage Control Resuscitation (Dr. Ravinder Dimri),Specialty Courses
Splinting a Traumatised Limb (Dr. Naufal Nahas),Specialty Courses
Splinting a Traumatised Limb (Dr. Naufal Nahas),Trauma
What X-rays to order for What bones/Joints (Dr. Faheem Kotekar),Specialty Courses
What X-rays to order for What bones/Joints (Dr. Faheem Kotekar),Trauma
Open Injuries – Management in the Emergency & Later on (Prof. Dr. Anil Dhal),Specialty Courses
Open Injuries – Management in the Emergency & Later on (Prof. Dr. Anil Dhal),Trauma
Soft Tissue Injuries – What to Watch out for (Prof. Dr. Shudir Kumar),Specialty Courses
Soft Tissue Injuries – What to Watch out for (Prof. Dr. Shudir Kumar),Trauma
Concepts of Reduction (Prof. Dr. Shantharam Shetty),Specialty Courses
Concepts of Reduction (Prof. Dr. Shantharam Shetty),Trauma
Concepts of Stabilisation (Prof. Dr. Ajith Kumar),Trauma
Concepts of Stabilisation (Prof. Dr. Ajith Kumar),Specialty Courses
Lag Screw / Position Screw (Dr. Shailesh Pai),Specialty Courses
Lag Screw / Position Screw (Dr. Shailesh Pai),Trauma
Modes of Plating – Compression / Bridge / Antiglide (Dr. Shailesh Pai),Specialty Courses
Modes of Plating – Compression / Bridge / Antiglide (Dr. Shailesh Pai),Trauma
Tension Band Wiring - Olecranon,Trauma
Tension Band Wiring – Olecranon (Dr. Shailesh Pai),Specialty Courses
Current Concepts in Management of Osteoporotic Spinal Fractures (Dr. Jitesh Manghwani),Regional Orthopedics
Femoral Neck Stress Fractures,Trauma
Arthrogryposis Multiplex Congenita (Dr. Faheem Kotekar),Pediatric Orthopedics
Non Surgical Treatment of OA Knee (Dr. Ravinder Dimri),Specialty Courses
Non Surgical Treatment of OA Knee (Dr. Ravinder Dimri),Arthroplasty
TKA and UKA - Indications and Implant Design (Prof. Dr. Heiko Graichen),Specialty Courses
TKA and UKA - Indications and Implant Design (Prof. Dr. Heiko Graichen),Arthroplasty
Choosing Right Surgery (Dr. Ravinder Dimri),Specialty Courses
Choosing Right Surgery (Dr. Ravinder Dimri),Arthroplasty
Management of Varus Deformity in TKR (Dr. Ashish Taneja),Specialty Courses
Management of Varus Deformity in TKR (Dr. Ashish Taneja),Arthroplasty
TKA in a Valgus Knee (Dr. Sunil Gurpur Kini),Arthroplasty
TKA in a Valgus Knee (Dr. Sunil Gurpur Kini),Specialty Courses
TKR in Varus Arthritic Knee (Dr. Prinal Sharma),Specialty Courses
TKR in Varus Arthritic Knee (Dr. Prinal Sharma),Arthroplasty
UKR results and Complications (Prof. Dr. Heiko Graichen),Specialty Courses
UKR results and Complications (Prof. Dr. Heiko Graichen),Arthroplasty
Complications of TKA (Prof. Dr. Ajith Kumar),Arthroplasty
Complications of TKA (Prof. Dr. Ajith Kumar),Specialty Courses
Bone Graft and Bone Substitutes (Prof. S.M. Tuli),Fundamental Concepts
Slipped Capital Femoral Epiphysis (Prof. Dr. Gopa Kumar & Dr. Faheem Kotekar),Integrated Series 2021 - 2022
Follow Up of Wrist Swelling Dorsal (Prof. Dr. Anil Dhal),Clinical Examination
Case Presentation & History Taking of Kyphosis (Dr. Jitesh Manghwani),Clinical Examination
Concepts & Controversies in TB Spine - A PG Perspective_Part-1 (Dr. Ashok Rathod & Dr. Jitesh Manghwani),Free Videos
Concepts & Controversies in TB Spine - A PG Perspective_Part-1 (Dr. Ashok Rathod & Dr. Jitesh Manghwani),Regional Orthopedics
Concepts & Controversies in TB Spine - A PG Perspective_Part-2 (Dr. Ashok Rathod & Dr. Jitesh Manghwani),Free Videos
Concepts & Controversies in TB Spine - A PG Perspective_Part-2 (Dr. Ashok Rathod & Dr. Jitesh Manghwani),Regional Orthopedics
Concepts & Controversies in TB Spine - A PG Perspective_Part-3 (Dr. Ashok Rathod & Dr. Jitesh Manghwani),Free Videos
Concepts & Controversies in TB Spine - A PG Perspective_Part-3 (Dr. Ashok Rathod & Dr. Jitesh Manghwani),Regional Orthopedics
Examination of Arterial Pulses (Prof. Dr. Arun Kakar),Clinical Examination
Pirani Score For CTEV (Dr. Faheem Kotekar),Pediatric Orthopedics
Preoperative Planning in TKA/UKA (Dr. Sunil Gurpur Kini),Arthroplasty
Bosworth Fracture Dislocation,Trauma
TKA Design (Prof. Dr. Ajith Kumar),Arthroplasty
TKA Design (Prof. Dr. Ajith Kumar),Specialty Courses
Flexion Contracture in TKR (Dr. Ashish Taneja),Specialty Courses
Flexion Contracture in TKR (Dr. Ashish Taneja),Arthroplasty
Hight Tibia Osteotomy (HTO) (Dr. Apurv Mehra),Specialty Courses
Hight Tibia Osteotomy (HTO) (Dr. Apurv Mehra),Arthroplasty
Basics of Spinal Metastasis (Dr. Jitesh Manghwani),Regional Orthopedics
Basics of Spinal Metastasis (Dr. Jitesh Manghwani),Oncology
Angular Deformity Around The Knee (Prof. Dr. Gopa Kumar & Dr. Harpreet Singh),Regional Orthopedics
Isolated Greater Tuberosity Fractures,Trauma
Ganga Hospital Open Injury Severity Score,Trauma
"GCT Tendon Sheath - 'All Surgeon Must Know' (Dr. Vivek Verma)",Oncology
Treatment of Spinal Metastasis (Dr. Jitesh Manghwani),Regional Orthopedics
Treatment of Spinal Metastasis (Dr. Jitesh Manghwani),Oncology
Skin Graft (Dr. Nandini. R),General Orthopedics
OSCE Preparation Series | Glimpse into DNB OSCE - Let Us Start Revising (Dr. Ravinder Dimri_May-2022),OSCE Examinations
OSCE Preparation Series on Shoulder (Dr. Harpreet Singh_May-2022),OSCE Examinations
Pelviacetabular Fractures in Children (Dr. Shailesh Pai),Pediatric Orthopedics
Pediatric Foot OSCE (Dr. Faheem Kotekar_May-2022),OSCE Examinations
How to Differentiate Infection vs Tumor on MRI (Dr. Jitesh Manghwani),Regional Orthopedics
How to Differentiate Infection vs Tumor on MRI (Dr. Jitesh Manghwani),Oncology
Flaps (Dr. Nandini. R),General Orthopedics
OSCE Session on Trauma Upper Limb (Dr. Shailesh Pai_May-2022),OSCE Examinations
OSCE Session on Pediatric Hip (Dr. Faheem Kotekar_May-2022),OSCE Examinations
OSCE Session on Basic Sciences (Part-1) (Dr. Ravinder Dimri_May-2022),OSCE Examinations
Tumor Prosthesis (Dr. Vivek Verma),Oncology
Osteotomies Biological Options in Contemporary Orthopedics (Prof. S.M. Tuli),Fundamental Concepts
OSCE Session on Foot & Ankle (Dr. Anuj Chawla_May-2022),OSCE Examinations
OSCE Session on Spine (Part-1) (Dr. Jitesh Manghwani_May-2022),OSCE Examinations
OSCE Session on Trauma Pelviacetabular Fractures (Dr. Shailesh Pai_May-2022),OSCE Examinations
OSCE Session on Tumors (Part-1) (Dr. Vivek Verma_May-2022),OSCE Examinations
Approach in a Patient with Suspected Spinal Metastasis (Dr. Jitesh Manghwani),Regional Orthopedics
Approach in a Patient with Suspected Spinal Metastasis (Dr. Jitesh Manghwani),Oncology
OSCE Session on Basic Sciences (Part-2) (Dr. Ravinder Dimri),OSCE Examinations
OSCE Session on Spine (Part-2) (Dr. Jitesh Manghwani_May-2022),OSCE Examinations
"Brachial Plexus Injury & Management (Dr. Nandini. R, Dr. Ravinder Dimri & Dr. Naufal Nahas)",General Orthopedics
"Tendon Transfers for Radial Nerve Palsy (Dr. Nandini. R, Dr. Ravinder Dimri & Dr. Naufal Nahas)",General Orthopedics
OSCE Session on Pediatric Orthopedic (Dr. Faheem Kotekar_May-2022),OSCE Examinations
How Conceptual Orthopedic App will Help in Last Minute Revision for DNB Orthopedic Practical Exam by Dr. Kishan Tadkapally,Introduction and Orientation
Which Videos to Watch in Last Minute Revision for DNB Orthopedic Final Practical Exam by Dr. Avinash Upadhyay,Introduction and Orientation
OSCE Session on Arthroplasty Revision (Dr. Ashish Taneja_May-2022),OSCE Examinations
OSCE Session on Spine (Part-3) (Dr. Jitesh Manghwani_May-2022),OSCE Examinations
OSCE Session on Trauma Lower Limb (Dr. Shailesh Pai_May-2022),OSCE Examinations
OSCE Mock Test May-2022,OSCE Examinations
Introduction of Classification Malleolar Fractures (Dr. Shailesh Pai),Specialty Courses
Introduction of Classification Malleolar Fractures,Trauma
Posterior Malleolus Fractures (Dr. Faheem Kotekar),Specialty Courses
Posterior Malleolus Fractures,Trauma
Syndesmotic Injuries (Dr. Anuj Chawla),Specialty Courses
Syndesmotic Injuries,Trauma
Pediatric Ankle Fractures (Dr. Ajith Kumar),Specialty Courses
Neglected Ankle Fractures (Dr. Shailesh Pai),Specialty Courses
Neglected Ankle Fractures,Trauma
Tibial Pilon Fractures,Trauma
Tibial Pilon Fractures (Dr. Faheem Kotekar),Specialty Courses
Calcaneal Fractures (Dr. Shailesh Pai),Specialty Courses
Talus Fractures (Dr. Naufal Nahas),Trauma
Talus Fractures (Dr. Naufal Nahas),Specialty Courses
Lisfranc Injury (Dr. Maninder Shah Singh),Specialty Courses
"Fractures Metatarsals, Jones Fractures, Pseudojones (Dr. Anuj Chawla)",Specialty Courses
"Fractures Metatarsals, Jones Fractures, Pseudojones",Trauma
Haglund Excision & FHL Transfer for Insertional Achilles Tear (Dr. Maninder Shah Singh),Specialty Courses
Calcaneal Malunion (Dr. Ravinder Dimri),Specialty Courses
Calcaneal Malunion (Dr. Ravinder Dimri),Regional Orthopedics
Calcaneal Malunion,Trauma
OSCE Session on Tumors (Part-2) (Dr. Vivek Verma_May-2022),OSCE Examinations
OSCE Session on Peripheral Nerve & Brachial Plexus (Dr. Ravinder Dimri & Dr. Nandini. R_May-2022),OSCE Examinations
Foot & Ankle Trauma Course Day-1,Specialty Courses
Foot & Ankle Trauma Course Day-2,Specialty Courses
Restoration of Upper Limb Function in Tetraplegics_Part-1 (Dr. Harpreet Singh),General Orthopedics
Profher Trial Analysis & Learnings (Dr. Shailesh Pai),Trauma
Basics of Scoliosis (Dr. Jitesh Manghwani),Regional Orthopedics
Neck Pain (Dr. Raju Easwaran),OPD Series
Restoration of Upper Limb Function in Tetraplegics_Part-2 (Dr. Harpreet Singh),General Orthopedics
Cervical Myelopathy (Dr. Rohit Prasad),Clinical Examination
Developmental Dysplasia of the Hip,Pediatric Orthopedics
HeFT (Heel Fracture) TRIAL Analysis and Learnings (Dr. Shailesh Pai),Trauma
Investigations and Classification-Scoliosis (Dr. Jitesh Manghwani),Regional Orthopedics
Revision of Important Shoulder Theory Questions (Dr. Harpreet Singh),Solved Theory Papers
Basic Surgical Techniques/Suturing (Dr. Nandini. R),General Orthopedics
Lymphedema (Dr. Nandini. R & Dr. Vivek Verma),General Orthopedics
Theory Revision - Basics of Nuclear Medicine (Dr. Ravinder Dimri),Solved Theory Papers
Basics of Cervical Spine Trauma | An overview by Dr. Ajoy Prasad Shetty Dr. Jitesh Manghwani,Upcoming Sessions
Theory Revision - NCV & EMG (Dr. Ravinder Dimri),Solved Theory Papers
DDH Clinical Features & Radiology,Pediatric Orthopedics
CROSSFIRE (Distal Radius Fracture) TRIAL Analysis and Learnings (Dr. Shailesh Pai),Trauma
Classification of Bone Tumors (Dr. Vivek Verma),Oncology
Basics of Cervical Spine Trauma (Dr. Ajoy Shetty & Dr. Jitesh Manghwani),Regional Orthopedics
Basic Science of Pain Perception Modulation & TENS (Dr. Ravinder Dimri),Fundamental Concepts
Strength Duration Curve (Dr. Jitesh Manghwani),Recent Advances
Spinal Shock (Dr. Jitesh Manghwani),Regional Orthopedics
Intra Operative Neuromonitoring (Dr. Jitesh Manghwani),Recent Advances
Robotic in Spine Surgery (Dr. Jitesh Manghwani),Recent Advances
Navigation in Spine Surgery (Dr. Jitesh Manghwani),Recent Advances
Growth Rods (Dr. Jitesh Manghwani),Recent Advances
Elbow Case Discussion (Prof. S.M. Tuli & Dr. Naufal Nahas),Practical Examination
Atypcial Clubfoot (Prof. S.M. Tuli & Dr. Naufal Nahas),Practical Examination
Pediatric Elbow Injury (Prof. S.M. Tuli & Dr. Naufal Nahas),Practical Examination
Knee Ligament Injury (Prof. S.M. Tuli & Dr. Naufal Nahas),Practical Examination
Special TB Case (Prof. S.M. Tuli & Dr. Naufal Nahas),Practical Examination
DDH Treatment Options (Dr. Faheem Kotekar),Pediatric Orthopedics
Elbow Trauma (Dr. Harpreet Singh),Practical Examination
AVN Head of Femur (Prof. S.M. Tuli),Practical Examination
AO Classification of Fractures (Dr. Shailesh Pai),Important Videos for CO Trauma Course
ATLS – Emergency Assessment & Management of the Injured (Dr. Shailesh Pai),Important Videos for CO Trauma Course
Lag Screw / Position Screw (Dr. Shailesh Pai),Important Videos for CO Trauma Course
Modes of Plating – Compression / Bridge / Antiglide (Dr. Shailesh Pai),Important Videos for CO Trauma Course
Tension Band Wiring – Olecranon (Dr. Shailesh Pai),Important Videos for CO Trauma Course
Soft Tissue Injury (Dr. Shailesh Pai),Important Videos for CO Trauma Course
ATLS (Dr. Shailesh Pai),Important Videos for CO Trauma Course
Classification of Trauma (Dr. Shailesh Pai),Important Videos for CO Trauma Course
AO Classification (Dr. Shailesh Pai),Important Videos for CO Trauma Course
AO Principles of Fracture Management (Dr. Shailesh Pai),Important Videos for CO Trauma Course
Fracture Healing (Dr. Shailesh Pai),Important Videos for CO Trauma Course
External Fixators (Dr. Shailesh Pai),Important Videos for CO Trauma Course
Principles of Nailing (Dr. Shailesh Pai),Important Videos for CO Trauma Course
Reaming (Dr. Shailesh Pai),Important Videos for CO Trauma Course
Principles of Plating (Dr. Shailesh Pai),Important Videos for CO Trauma Course
Emergency / Primary Management of Open Fractures (Dr. Shailesh Pai),Important Videos for CO Trauma Course
Problems of Union (Dr. Shailesh Pai),Important Videos for CO Trauma Course
Treatment Principles in Scoliosis (Dr. Jitesh Manghwani),Regional Orthopedics
Elbow Pain in Adults (Dr. Raju Easwaran),OPD Series
Examination of a Case of Hip (Prof. Dr. Anil Dhal),Premium Video - Free for the Day
Surgical Approach - Kocher Langenbeck (Dr. Shailesh Pai),Premium Video - Free for the Day
Braces for Scoliosis (Dr. Jitesh Manghwani),Regional Orthopedics
Claw Hand (Dr. Nandini. R),General Orthopedics
Non - Union of Long Bone (Dr. Apurv Mehra),Premium Video - Free for the Day
Clinical Examination of a Case of Knee (Prof. Dr. SM Tuli),Premium Video - Free for the Day
Clinical Examination of Elbow (Patient) (Prof. Dr. Sudhir Kumar and Dr. Harpreet Singh),Premium Video - Free for the Day
Examination of Bone Tumors (Dr. Apurv Mehra and Dr. Vivek Verma),Premium Video - Free for the Day
Recent Concepts: Bone Loss in Shoulder Instability (Dr. Harpreet Singh),Arthroscopy
Discussion of Trauma Theory Question of DNB June 2022 Exam_Part-1 (Dr. Shailesh Pai),Solved Theory Papers
Supracondylar Fracture with Pulseless Hand (Prof. Dr. Anil Dhal),Premium Video - Free for the Day
Flatfoot in Adults (Dr. Maninder Shah Singh),Premium Video - Free for the Day
Fellowship Entrance Spine Module-16 (Dr. Jitesh Manghwani),MCQ Discussion
TKA and UKA - Indications and Implant Design (Prof. Dr. Heiko Graichen),Premium Video - Free for the Day
Introduction of Classification Malleolar Fractures (Dr. Shailesh Pai),Premium Video - Free for the Day
PCL Injury (Dr. Raju Easwaran),Premium Video - Free for the Day
Articular Cartilage Part - 1 - Structure and Constituents (Dr. Ravinder Dimri),Premium Video - Free for the Day
Vitamin D (Dr. Saptarshi Bhattacharya),Premium Video - Free for the Day
Evidence Based Medicine (Dr. Ravinder Dimri),Premium Video - Free for the Day
Trolleys and Casts (Prof. Dr. Gopa Kumar),Premium Video - Free for the Day
Steps for Scrubbing for Surgery (Dr. Apurv Mehra),Premium Video - Free for the Day
Bone Tumors X-Rays Part-1 (Dr. VK Gautam),Premium Video - Free for the Day
Dexa Scan (BMD) & its Interpretation (Dr. Suvrat Arya),Premium Video - Free for the Day
Basics of MRI Spine (Dr. Srinivas Moolya),Premium Video - Free for the Day
Polio Part 1 (Dr. Faheem Kotekar),Premium Video - Free for the Day
Skin Graft (Dr. Nandini. R),Premium Video - Free for the Day
AO Classification (Dr. Shailesh Pai),Premium Video - Free for the Day
Tips and Tricks in Management of Subtrochanteric Fractures (Prof. Dr. Ajith Kumar),Premium Video - Free for the Day
Syndesmotic Injuries (Dr. Anuj Chawla),Premium Video - Free for the Day
Short Case on Knee Deformity (Prof. Dr. Anil Dhal),Clinical Examination
Fellowship Entrance Spine Module-1 (Dr. Jitesh Manghwani),MCQ Discussion
DDH Complications Pelvic Osteotomies (Dr. Faheem Kotekar),Pediatric Orthopedics
Engineering the tumor defect-Mechanical Reconstruction (Dr. Vivek Verma),Oncology
Back To Basics: Knee - Surgical Anatomy & Radiology (Dr. Ashish Taneja),Regional Orthopedics
Discussion of Trauma Theory Question of DNB June 2022 Exam_Part-2 (Dr. Shailesh Pai),Solved Theory Papers
Engineering the Tumor Defect-Biological Reconstruction (Dr. Vivek Verma),Oncology
Fellowship Entrance Spine Module-2 (Dr. Jitesh Manghwani),MCQ Discussion
Short Case on Upper Limb (Prof. Dr. Anil Dhal),Practical Examination
Discussion of Pediatric Ortho Theory Question of DNB June 2022 Exam_Part-1 (Dr. Faheem Kotekar),Solved Theory Papers
Let’s Revise - MRI Shoulder - How to Analyse (Dr. Harpreet Singh),Arthroscopy
Discussion of Pediatric Ortho Theory Question of DNB June 2022 Exam_Part-2 (Dr. Faheem Kotekar),Solved Theory Papers
Biology of Bone Healing,Trauma
Muscle Cramp (Dr. Raju Easwaran),OPD Series
Orthopedic Oncology as a Career (Dr. Vivek Verma),Fundamental Concepts
Classification of Fractures AO System,Trauma
How to Choose Topics for Thesis (Prof. Dr. Anil Dhal),Introduction and Orientation
Fellowship Entrance Spine Module-3 (Dr. Jitesh Manghwani),MCQ Discussion
Limb Salvage in Paediatric Sarcomas (Dr. Vivek Verma),Oncology
